PRDLST_NM,BSSH_NM,PRDT_SHAP_CD_NM
19종혼합유산균디아이(DI)-2400,(주)메디오젠,분말
19종혼합유산균디아이(DI)-2500,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)-2500,(주)메디오젠,분말
19종혼합유산균디아이(DI)-2700,(주)메디오젠,분말
19종혼합유산균디아이(DI)-2700,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)-3000,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)-3000,(주)메디오젠,분말
19종혼합유산균디아이(DI)-3300,(주)메디오젠,분말
19종혼합유산균디아이(DI)-3500,(주)메디오젠,분말
19종혼합유산균디아이(DI)-3500,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)-3600,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)-3600,(주)메디오젠,분말
19종혼합유산균디아이(DI)-3800,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)-3800,(주)메디오젠,분말
19종혼합유산균디아이(DI)-3900,(주)메디오젠,분말
19종혼합유산균디아이(DI)-3900,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)-4000,(주)메디오젠,분말
19종혼합유산균디아이(DI)-4000,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)-4200,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)-4200,(주)메디오젠,분말
19종혼합유산균디아이(DI)-4300,(주)메디오젠,분말
19종혼합유산균디아이(DI)-4300,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)-4400,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)-4400,(주)메디오젠,분말
19종혼합유산균디아이(DI)2-2400,(주)메디오젠,분말
19종혼합유산균디아이(DI)2-2400,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)2-2700,(주)메디오젠,분말
19종혼합유산균디아이(DI)2-2700,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)2-3000,(주)메디오젠,분말
19종혼합유산균디아이(DI)2-3000,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)2-3300,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)2-3300,(주)메디오젠,분말
19종혼합유산균디아이(DI)2-3600,(주)메디오젠,분말
19종혼합유산균디아이(DI)2-3900,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)2-3900,(주)메디오젠,분말
19종혼합유산균디아이(DI)2-4000,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)2-4000,(주)메디오젠,분말
19종혼합유산균디아이(DI)3-2700,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)3-2700,(주)메디오젠,분말
19종혼합유산균디아이(DI)3-3600,(주)메디오젠,분말
19종혼합유산균디아이(DI)3-3600,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)젠-2700,(주)메디오젠 충주원료공장,분말
19종혼합유산균디아이(DI)젠-2700,(주)메디오젠,분말
19종혼합유산균알파-10,(주)메디오젠,분말
19종혼합유산균알파-10,(주)메디오젠 충주원료공장,분말
19종혼합유산균알파-1000,(주)메디오젠 충주원료공장,분말
19종혼합유산균알파-1000,(주)메디오젠,분말
19종혼합유산균알파-2000,(주)메디오젠,분말
19종혼합유산균알파-2000,(주)메디오젠 충주원료공장,분말
19종혼합유산균알파-2500,(주)메디오젠 충주원료공장,분말
19종혼합유산균알파-2500,(주)메디오젠,분말
19종혼합유산균알파-엘(L)2,(주)메디오젠 충주원료공장,분말
19종혼합유산균알파-엘(L)2,(주)메디오젠,분말
19종혼합유산균엠지(MG)-2000,(주)메디오젠 충주원료공장,분말
19종혼합유산균엠지(MG)-2000,(주)메디오젠,분말
19종혼합유산균엠지(MG)-2700,(주)메디오젠 충주원료공장,분말
19종혼합유산균엠지(MG)-2700,(주)메디오젠,분말
1인치 가효,엔피케이(주),분말
1일 1유산균,(주)한풍네이처팜,분말
1일 1포 홍삼진액,(주)그린바이오,액상
1일에이드클렌즈 1DAY AID,(주)휴온스엔,액상
2 포 다이어트,(주)유유헬스케어,캡슐
20.10 어드밴스 프로바이오 플러스(20.10 Advance Probio+) (Dietary Supplement Product) (Bomi Brand) <전량수출용>,일동바이오사이언스(주),분말
2000days Korean Red Ginseng Extract Gold(전량수출용),케이지랩 주식회사,액상
20100 루테인지아잔틴 듀얼(Dual),주식회사 노바렉스2공장,캡슐
20100 알티지 오메가3 맥스 2000 플러스,주식회사 노바렉스2공장,캡슐
20100 초임계 식물성 알티지 오메가3,(주)알피바이오,캡슐
20100 초임계 알티지 오메가3,주식회사한미양행,캡슐
20100 초임계 알티지 오메가3,콜마비앤에이치(주)음성공장,캡슐
20100 초임계 알티지 오메가3 루테인지아잔틴 24,주식회사 노바렉스2공장,캡슐
20100 파워루테인 플러스,(주)알피바이오,캡슐
20100 혈당혈압 기억력 올인원 바나바잎 코큐텐,우리바이오(주),캡슐
20100 혈행건강엔 나토키나제,코스맥스엔비티(주),정
2030 에너지 올인원,광동헬스바이오(주) 2공장,정
2080관절MSM,(주)팜투팜2공장,정
20억 보장 키즈 생 유산균 영유아 유래 균주,(주)메디오젠 충주공장,분말
20억 유산균 분말,(주)서흥헬스케어 2공장,분말
211프로틴코어,코뉴,분말
24시간 액티브티알 비타민C,(주)알피바이오,정
24초,엠에스바이오텍(주),캡슐
2875탁,(주)메디바이오랩,정
28탁,(주)비오팜,분말
28탁티(T),(주)비오팜,정
28탁티(T)+,(주)메디바이오랩,정
2NIGHT(전량수출용),(주)코리아화인에프티,젤리
2비컷,(주)파마피아,정
2비컷,(주)유유헬스케어,정
2비컷 프리미엄,(주)유유헬스케어,정
2비피,(주)유유헬스케어,캡슐
2억보장 유산균 캡슐+B1,엠에스바이오텍(주),캡슐
2종 혼합 균주,(주)케비젠,분말
2종 혼합유산균,일동바이오사이언스(주),분말
2종 혼합유산균-11,(주)레인보우바이오테크,분말
2종혼합유산균-1000,(주)메디오젠 충주원료공장,분말
2종혼합유산균-1000,(주)메디오젠,분말
2종혼합유산균-1000(MG4706+MG4715),(주)메디오젠,분말
2종혼합유산균-1000(MG4706+MG4715),(주)메디오젠 충주원료공장,분말
2종혼합유산균디아이(DI)-2400,(주)메디오젠,분말
2종혼합유산균디아이(DI)-2400,(주)메디오젠 충주원료공장,분말
2종혼합유산균비에스(BS)-2000,(주)메디오젠 충주원료공장,분말
2종혼합유산균비에스(BS)-2000,(주)메디오젠,분말
2종혼합유산균엠디오(MDO)-2000,(주)메디오젠 충주원료공장,분말
2종혼합유산균엠지(MG)-1000,(주)메디오젠 충주원료공장,분말
2종혼합유산균엠지(MG)-1000,(주)메디오젠,분말
2종혼합유산균프로비에스(PROBS)-30,(주)메디오젠 충주원료공장,분말
2종혼합유산균프로비에스(PROBS)-30,(주)메디오젠,분말
2주 비타 빼이드,주식회사 코스팜,분말
3 바이오틱스 플러스 100,(주)케비젠,분말
"3,000mg Marine Collagen with 100mg Vitamin C Strawberry Milk Powder Stick(전량수출용)",동서바이오팜(주) 안성공장,분말
"3,000mg Marine Collagen with 100mg Vitamin C Unflavored Powder Stick(전량수출용)",동서바이오팜(주) 안성공장,분말
3-스텝 활성 유산균,(주)서흥,캡슐
30 DAYS IMMUNITY MULTI PACK (전량수출용),코스맥스바이오(주),캡슐
30 Days Miracle BeautyPack,(주)서흥,정
30Days Miracle K-Beauty Pack,(주)서흥,정
30데이즈 MSM 비타민D,(주)웰레스트,정
30데이즈 관절연골 뮤코다당단백 콘드로이친,(주)웰레스트,정
30데이즈 루테인 비타민A,우리바이오(주),캡슐
30데이즈 쏠칸 전립큐,우리바이오(주),캡슐
30데이즈 초임계 알티지 오메가3,우리바이오(주),캡슐
30데이즈 혈당엔 바나바+크롬,(주)웰레스트,정
30일 멀티 비타민,주식회사 뉴트리플래닛,정
30일 에이드 클렌즈 30 DAYS AID 푸룬맛,(주)아오스,분말
333 프로그램 홍삼정차,주식회사 네추럴웨이,과립
333프로젝트 슬림바디(스텝2),엠에스바이오텍(주),정
333프로젝트 크린업(스텝1),엠에스바이오텍(주),과립
365 Family Probiotics(전량수출용),코스맥스엔비티(주),분말
365 SAFE SUN SOLUTION,주식회사한미양행,캡슐
365 × collagen (수출전용),(주)보고신약 논산공장,액상
365 눈 건강 루테인,(주)한국씨엔에스팜,캡슐
365 뉴파워 쏘팔메토&아이케어,동서바이오팜(주) 안성공장,캡슐
365 데이 부스터,(주)세종바이오팜,분말
365 데이 부스터 (전량수출용),(주)세종바이오팜,분말
365 멀티비타민,(주)한국씨엔에스팜,정
365 여성 갱년기 활력 프로젝트,동서바이오팜(주) 안성공장,정
365 와이Y 케어 유산균,엠에스바이오텍(주),캡슐
365 인지력·기억력 브레인 포스파티딜세린(PS) 징코,주식회사 뉴트리플래닛,캡슐
365 종합비타민 SUN VITA,동서바이오팜(주) 안성공장,정
365 차전자피 솔루션,한국바이오팜(주)에이치피,분말
365 홍삼발효동충하초,엔에이치바이오,액상
365× CoQ10+Blood Pressure(베트남),(주)보고신약 논산공장,액상
365× MotionSickness(수출전용),(주)보고신약 논산공장,액상
365×CoQ10+BloodPressure(수출전용),(주)보고신약 논산공장,액상
365×Digestion(수출전용),(주)보고신약 논산공장,액상
365×VitaminCGold(수출전용),(주)보고신약 논산공장,액상
365멀티비타민(Multivitamin),(주)바이오 로제트,정
365비타민바,(주)엄마사랑,바
365슬림다이어트큐,(주)허브큐어,정
365올퀸,주식회사한미양행,캡슐
365일 혈당케어,(주)세종바이오팜,정
365초,(주)케비젠,정
365튼튼 홍삼젤리스틱,(주)세종바이오팜,젤리
365튼튼 홍삼젤리스틱,(주)세종바이오팜,젤리
38 꾸지뽕,(주)다스코바이오,정
380홍삼 파워발란스,한국고려홍삼조합 주식회사,액상
380홍삼天파워스틱,한국고려홍삼조합 주식회사,액상
380홍삼키즈파워,한국고려홍삼조합 주식회사,액상
3H흑삼농축액,대동고려삼(주),액상
3in1 Cardiovascular Health (3in1심혈건강)(전량수출용),주식회사 노바렉스2공장,캡슐
3in1 프로바이오틱스,(주)허브큐어,분말
3高엔 Ddocare 유산균 (전량수출용),(주)신비바이오,분말
3바이오틱스(3BIOTICS),(주)케비젠,분말
3액션 프로바이오틱스,코스맥스엔비티(주),분말
3종 혼합유산균,주식회사 락토메이슨,분말
3종 혼합유산균 엠1,(주)레인보우바이오테크,분말
3종프로바이오틱스 엠엠(MM),(주)휴온스엔,분말
3종혼합유산균 ALB-10B GN,(주)케비젠,분말
3종혼합유산균-1,(주)메디오젠 충주원료공장,분말
3종혼합유산균-1,(주)메디오젠,분말
3종혼합유산균-2000,(주)메디오젠 충주원료공장,분말
3종혼합유산균-2000,(주)메디오젠,분말
3종혼합유산균-3000,(주)메디오젠 충주원료공장,분말
3종혼합유산균-3000,(주)메디오젠,분말
3종혼합유산균에이치에프(HF)-2000,(주)메디오젠,분말
3종혼합유산균에이치에프(HF)-2000,(주)메디오젠 충주원료공장,분말
3종혼합유산균제이(J)-2000,(주)메디오젠 충주원료공장,분말
3종혼합유산균제이(J)-2000,(주)메디오젠,분말
3중케어 닥터 프로프리움 유산균,(주)허브큐어,분말
3중케어 닥터 프로프리움 유산균,(주)한국씨엔에스팜,분말
3중케어 칼슘마그네슘비타민D,주식회사 대현에벤에셀 당진지점,정
3초 비타민,(주)비티엔랩,분말
3초 비타민 레몬맛,(주)비티엔랩,분말
3초 비타민 복숭아맛,(주)비티엔랩,분말
3초 비타민 청포도맛,(주)비티엔랩,분말
3초습관 SOS 칼로리컷,주)팜크로스,정
3초습관 플러스타민 종합영양제,주)팜크로스,정
3피 유산균,한국바이오팜(주)에이치피,분말
4 Premixture,(주)쎌바이오텍,분말
4050 에너지 올인원,광동헬스바이오(주) 2공장,정
4080 나이야가라,바이오디피씨(주),캡슐
4080 나이야가라 에스,바이오디피씨(주),캡슐
42.195km,(주)비티진,액상
4년근 홍삼농축액,농업회사법인(주)크레타바이오,액상
4년근 홍삼농축액30,대동고려삼(주),액상
4년근 홍삼농축액분말11,대동고려삼(주),분말
4년근 홍삼분말6,대동고려삼(주),분말
4년근고려흑삼농축액,대동고려삼(주),액상
4년근발효홍삼농축액11,대동고려삼(주),액상
4년근발효홍삼농축액7,대동고려삼(주),액상
4년근발효홍삼농축액분말11,대동고려삼(주),분말
4년근발효홍삼농축액분말13,대동고려삼(주),분말
4년근발효홍삼농축액분말18,대동고려삼(주),분말
4년근발효홍삼농축액분말6,대동고려삼(주),분말
4년근인삼농축액15,대동고려삼(주),액상
4년근인삼농축액18,대동고려삼(주),액상
4년근인삼농축액20,대동고려삼(주),액상
4년근홍삼농축액11,대동고려삼(주),액상
4년근홍삼농축액15,대동고려삼(주),액상
4년근홍삼농축액23,대동고려삼(주),액상
4년근홍삼농축액분말18,대동고려삼(주),분말
4년근홍삼농축액분말21,대동고려삼(주),분말
4년근홍삼농축액분말34,대동고려삼(주),분말
4년근홍삼농축액플러스,대동고려삼(주),액상
4년근흑삼농축액12,대동고려삼(주),액상
4년근흑삼농축액15,대동고려삼(주),액상
4종 비피더스 블렌드(bifidobacterium blend),일동바이오사이언스(주),분말
4종 비피더스 혼합물,주식회사 락토메이슨,분말
4종 혼합유산균 1511,(주)쎌바이오텍,분말
4종 혼합유산균 2011,(주)쎌바이오텍,분말
4종 혼합유산균 JN <전량수출용>,일동바이오사이언스(주),분말
"4종 혼합유산균 WB-5,000",위바이옴 익산공장,분말
4종 혼합유산균 비비,(주)쎌바이오텍,분말
4종 혼합유산균 아이엔,(주)쎌바이오텍,분말
4종 혼합유산균(JPL934+RH) (4 Strains Blend(JPL934+RH)) <전량수출용>,일동바이오사이언스(주),분말
4종 혼합유산균티(T),(주)메디오젠 충주원료공장,분말
4종 혼합유산균티(T),(주)메디오젠,분말
4종알파혼합유산균에이(A)-1000,(주)메디오젠,분말
4종혼합유산균디(D)-2000,(주)메디오젠 충주원료공장,분말
4종혼합유산균디엠(DM)-2000,(주)메디오젠,분말
4종혼합유산균디엠(DM)-2000,(주)메디오젠 충주원료공장,분말
4종혼합유산균에스에이치에이(A),(주)메디오젠,분말
4종혼합유산균오(O)-2000,(주)메디오젠 충주원료공장,분말
4종혼합유산균오(O)-2000,(주)메디오젠,분말
4중케어 닥터 프로프리움 유산균,엠에스바이오텍(주),분말
50+멀티비타민미네랄,(주)서흥,캡슐
50+징코+셀렌(50+Gingko+Se),(주)서흥,정
